question,slots,intent_list
제 가 T1 단기 주차장 지하 1 층 을 이용 하고 싶은데요 지금 으로부터 한 시간 뒤 쯤 그 구역 에 주차 가능한 공간 이 몇 개 나 남아있을지 예측 해 줄 수 있을까요,"{""terminal"": [""T1""], ""relative_time"": ""1시간 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""한시간뒤""}","[""parking_congestion_prediction""]"
다음 주 목요일 오전 에 T2 장기 주차 P 4 에 주차 할 건데 그 시간 에는 주차장 이 텅 비어있을 정도 로 여유 로 울까 주차 하기 편했으면 좋겠어,"{""terminal"": [""T2""], ""day_of_week"": ""목요일"", ""parking_lot"": ""P4"", ""parking_type"": ""장기"", ""parking_area"": ""P4""}","[""parking_congestion_prediction""]"
내일 아침 일찍 T2 장기 주차장 P 1 에 주차 할 건데 주차 할 곳 이 바로 보일 정도 로 여유 로 울 지 예측 해주세요 짐 이 많아서 빨리 주차 하고 싶어요,"{""terminal"": [""T2""], ""date"": ""내일"", ""time_period"": ""아침"", ""parking_lot"": ""P1"", ""parking_type"": ""장기"", ""parking_area"": ""P1"", ""time"": ""아침""}","[""parking_congestion_prediction""]"
내일 오후 늦게 T1 장기 주차 P 2 서 편 에 주차 할 예정 인데 그 시간 에 혼잡 도 가 높아져서 주차 하기 많이 어려워질까 요 다른 대안 을 찾아야 할지 고민 되네요,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
제 가 T1 단기 주차장 지상 1 층 에 주차 를 해야 하는데 혹시 지금 으로부터 10분 뒤 쯤 주차장 이 만 차 직전 이라서 아예 못 들어가는 건 아니겠죠 예측 좀 해주세요,"{""terminal"": [""T1""], ""relative_time"": ""10분 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상"", ""time"": ""10분뒤""}","[""parking_congestion_prediction""]"
이번 주말 T1 단기 주차장 지하 1 층 이 꽤 붐빌 것 같은데 혹시 주차장 진입 대기 시간 이 길어질지 예측 해 주세요 시간 을 아끼고 싶어서요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
지금 으로부터 한 시간 뒤 쯤 T1 주차 타워 서 편이 붐빌까 요 주차 하기 어렵지 않을까요 늦으면 비행기 를 놓칠 수도 있어서요,"{""terminal"": [""T1""], ""relative_time"": ""1시간 뒤"", ""parking_lot"": ""주차타워"", ""parking_area"": ""서편"", ""time"": ""한시간뒤""}","[""parking_congestion_prediction""]"
다음 주 화요일 점심시간 에 T2 단기 주차장 지하 2 층 에 주차 할 예정 인데 그 시간 에 주차 할 자리 가 충분할지 예측 부탁드립니다 식사 약속 이 있어서요,"{""terminal"": [""T2""], ""day_of_week"": ""화요일"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
T2 단기 주차장 지상 1 층 에 주차 하려고 하는데 지금 으로부터 20분 뒤 쯤 주차장 이 매우 혼잡해서 대기 해야 할 정도 인지 예측 가능할까 요,"{""terminal"": [""T2""], ""relative_time"": ""20분 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상"", ""time"": ""20분뒤""}","[""parking_congestion_prediction""]"
지금 으로부터 10분 뒤 쯤 T1 주차 타워 동 편 주차 상황 은 어떤 가요 주차 할 공간 을 바로 찾을 수 있을까요 급한 일정 이 있어서요,"{""terminal"": [""T1""], ""relative_time"": ""10분 뒤"", ""parking_lot"": ""주차타워"", ""parking_area"": ""동편"", ""time"": ""10분뒤""}","[""parking_congestion_prediction""]"
야 T2 단기 주차장 지하 2 층 에 주차 할 건데 지금 으로부터 1시간 반 뒤 쯤 그 쪽 주차장 이 얼마나 꽉 차 있을지 실시간 으로 예측 해 줘 거의 만 차 면 다른 곳 으로 가야 해서,"{""terminal"": [""T2""], ""relative_time"": ""1시간"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""1시""}","[""parking_congestion_prediction""]"
지금 으로부터 20분 뒤 쯤 T1 주차 타워 서 편이 붐비나요 주차 하기 어렵지 않을까요 늦으면 비행기 를 놓칠 수도 있어서요,"{""terminal"": [""T1""], ""relative_time"": ""20분 뒤"", ""parking_lot"": ""주차타워"", ""parking_area"": ""서편"", ""time"": ""20분뒤""}","[""parking_congestion_prediction""]"
안녕하세요 이번 주말 에 T1 장기 주차장 P 1 에 주차 할 예정 인데 혹시 그때 쯤 주차 공간 이 너무 혼잡해서 진입 자체 가 힘들진 않을지 미리 예측 해주실 수 있을까요 연휴 직전 이라 걱정 이 많네요,"{""terminal"": [""T1""], ""parking_lot"": ""P1"", ""parking_type"": ""장기"", ""parking_area"": ""P1""}","[""parking_congestion_prediction""]"
야 내일 아침 8시 쯤 T2 단기 주차장 지하 1 층 에 주차 하려고 하는데 그때 주차장 얼마나 붐빌까 주차 자리 바로 찾을 수 있을까,"{""terminal"": [""T2""], ""date"": ""내일"", ""time_period"": ""아침"", ""hour"": ""8"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""아침 8시""}","[""parking_congestion_prediction""]"
어르신 들 모시 고 공항 가는데 T1 단기 주차장 지상 1 층 에 내일 오후 쯤 되면 주차 할 자리 가 여유 로 울 지 아니면 많이 혼잡해서 대기 해야 할지 예측 좀 해주세요,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상""}","[""parking_congestion_prediction""]"
다음 주 화요일 오후 에 T2 주차 타워 서 편 에 주차 할 건데 요 업무 상 방문 이라 주차 가 중요하거든요 그 시간대 에 주차장 이 많이 붐빌지 미리 파악 가능할까 요 혼잡 도 가 심하면 다른 곳 을 알아봐야 해서요,"{""terminal"": [""T2""], ""day_of_week"": ""화요일"", ""relative_time"": ""2주"", ""parking_lot"": ""주차타워"", ""parking_area"": ""서편""}","[""parking_congestion_prediction""]"
이번 연휴 때 T1 장기 주차장 P 3 에 주차 하려고 하는데 평소 보다 얼마나 더 붐빌지 아니면 아예 만 차라 서 주차 자체 가 불가능할 수도 있을까요 여행 계획 을 수정 해야 할지 고민 됩니다,"{""terminal"": [""T1""], ""parking_lot"": ""P3"", ""parking_type"": ""장기"", ""parking_area"": ""P3""}","[""parking_congestion_prediction""]"
여기 요 지금 으로부터 한 시간 뒤 쯤 T2 단기 주차장 지하 2 층 에 주차 하려고 하는데 그때 쯤 주차 가능한 공간 이 남아있을지 미리 예측 해줄 수 있어요 앱 정보 가 최신 이 아닌 것 같아서요,"{""terminal"": [""T2""], ""relative_time"": ""1시간 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""한시간뒤""}","[""parking_congestion_prediction""]"
내일 아침 비행기 타러 가야 하는데 T1 장기 주차 P 2 에 주차 할 예정 이 거든 이른 시간 에도 주차장 동 편이 나 서 편 중 유독 혼잡해서 주차 대기 해야 하는 곳 이 있을지 예 상해 줄 래,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
아 제 가 T1 단기 주차장 지상 1 층 에 주차 를 해야 하는데 혹시 지금 으로부터 30분 뒤 쯤 주차장 이 만 차 직전 이라 진입 자체 가 안 되는 건 아니겠죠 제발 빨리 예측 해주세요,"{""terminal"": [""T1""], ""relative_time"": ""30분 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상"", ""time"": ""30분뒤""}","[""parking_congestion_prediction""]"
다음 주 월요일 아침 일찍 T1 단기 주차장 지하 1 층 에 차 를 댈 건데 요 출근 시간 이라 많이 혼잡해서 자리 찾기 어려울까 요 아니면 좀 여유 있을까요 궁금해서요,"{""terminal"": [""T1""], ""day_of_week"": ""월요일"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
이번 주말 T1 주차 타워 서 편이 엄청 붐빌 것 같던데 혹시 주차 가능한 자리 가 있긴 할까 요 아님 다른 쪽 이 훨씬 낫다 고 예측 해 주실 만 한 곳 이 있으세요,"{""terminal"": [""T1""], ""relative_time"": ""1주"", ""parking_lot"": ""주차타워"", ""parking_area"": ""서편""}","[""parking_congestion_prediction""]"
와 진짜 급한데 T2 단기 주차장 지상 1 층 에 지금 으로부터 10분 뒤 쯤 주차 할 자리 가 아예 없을까 봐 걱정 돼요 빨리 확인 가능한가요 시간 없어요,"{""terminal"": [""T2""], ""relative_time"": ""10분 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상"", ""time"": ""10분뒤""}","[""parking_congestion_prediction""]"
내일 출국 인데 T1 장기 주차 P 2 동 편이 랑 서 편 중 에 어디가 더 혼잡 도 가 낮을지 미리 예측 해 줄 수 있어 주차 대기 없이 바로 들어가고 싶어서,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
담주 수요일 오후 에 T2 장기 주차 P 4 에 주차 할 건데 그 시간대 에 공항 전체 주차장 혼잡 도 는 어떤 수준 일까 주차장 이 너무 복잡해서 스트레스 받기 싫거든,"{""terminal"": [""T2""], ""day_of_week"": ""수요일"", ""parking_lot"": ""P4"", ""parking_type"": ""장기"", ""parking_area"": ""P4""}","[""parking_congestion_prediction""]"
이번 주말 T1 단기 주차장 지하 1 층 이 많이 붐빌 것 으로 예상 되나요 아니면 주차 하기 무난 한 수준 일까 요 가족 여행 이라 걱정 이 앞서네요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
제 가 T1 단기 주차장 지상 1 층 에 주차 해야 하는데 혹시 지금 으로부터 10분 뒤 쯤 주차장 이 만 차 직전 이라 진입 자체 가 안 되는 건 아니겠죠 예측 좀 해주세요,"{""terminal"": [""T1""], ""relative_time"": ""10분 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상"", ""time"": ""10분뒤""}","[""parking_congestion_prediction""]"
이번 연휴 때 T1 장기 주차장 P 3 에 주차 하려고 하는데 평소 보다 얼마나 더 붐빌지 아니면 아예 만 차라 서 주차 자체 가 불가능할 수도 있을까요 여행 계획 때문 에요,"{""terminal"": [""T1""], ""parking_lot"": ""P3"", ""parking_type"": ""장기"", ""parking_area"": ""P3""}","[""parking_congestion_prediction""]"
오늘 저녁 9시 쯤 T2 주차 타워 동 편 에 도착 할 건데 그 시간 에 주차장 이 많이 여유 로 울 지 아니면 벌써 꽉 차 있을지 알 고 싶어요,"{""terminal"": [""T2""], ""area"": ""arrival"", ""date"": ""오늘"", ""relative_time"": ""2주"", ""parking_lot"": ""주차타워"", ""parking_area"": ""동편"", ""time"": ""저녁 9시""}","[""parking_congestion_prediction""]"
담주 금요일 오후 에 T2 장기 주차 P 4 에 주차 할 건데 퇴근 시간 이랑 겹 쳐서 주차장 이 엄청 복잡해질 까 미리 확인 가능할까,"{""terminal"": [""T2""], ""day_of_week"": ""금요일"", ""parking_lot"": ""P4"", ""parking_type"": ""장기"", ""parking_area"": ""P4""}","[""parking_congestion_prediction""]"
내일 오후 늦게 T2 단기 주차장 지하 2 층 에 주차 할 예정 인데 그 시간 에도 주차 공간 이 넉넉할지 알 고 싶어요,"{""terminal"": [""T2""], ""date"": ""내일"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
내일 출국 인데 T1 장기 주차 P 2 동 편이 랑 서 편 중 에 어디가 더 혼잡 도 가 낮을지 미리 알려줄 수 있어,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
담주 수요일 오후 에 T2 장기 주차 P 4 에 주차 할 건데 그 시간대 에 공항 전체 주차장 혼잡 도 는 어떤 수준 일까,"{""terminal"": [""T2""], ""day_of_week"": ""수요일"", ""parking_lot"": ""P4"", ""parking_type"": ""장기"", ""parking_area"": ""P4""}","[""parking_congestion_prediction""]"
다음 주 목요일 저녁 에 T2 단기 주차장 지하 1 층 에 주차 할 건데 그 시간 에도 자리 가 많이 남아있을지 예측 해 주세요,"{""terminal"": [""T2""], ""day_of_week"": ""목요일"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
야 T2 단기 주차장 지하 2 층 에 주차 할 생각 인데 지금 으로부터 1시간 반 뒤 쯤 그 쪽 주차장 이 얼마나 꽉 차 있을지 실시간 으로 예측 해 줘,"{""terminal"": [""T2""], ""relative_time"": ""1시간"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""1시""}","[""parking_congestion_prediction""]"
내일 오후 늦게 T1 장기 주차 P 2 서 편 에 주차 할 예정 인데 그 시간 에 혼잡 도 가 높아져서 주차 하기 많이 어려워질까 요,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
담주 금요일 오전 에 T2 장기 주차 P 4 에 주차 할 건데 그 시간 에 주차장 이 얼마나 한가할지 미리 예측 해 줄 수 있을까,"{""terminal"": [""T2""], ""day_of_week"": ""금요일"", ""parking_lot"": ""P4"", ""parking_type"": ""장기"", ""parking_area"": ""P4""}","[""parking_congestion_prediction""]"
이번 주말 T1 단기 주차장 지하 1 층 이 많이 붐빌 것 으로 예상 되나요 아니면 주차 하기 무난 한 수준 일까 요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
지금 으로부터 15분 뒤 쯤 T1 주차 타워 서 편 에 주차 할 수 있는 빈자리 가 있을까요,"{""terminal"": [""T1""], ""relative_time"": ""15분 뒤"", ""parking_lot"": ""주차타워"", ""parking_area"": ""서편"", ""time"": ""15분뒤""}","[""parking_congestion_prediction""]"
이번 여름 휴가 시즌 에 T1 장기 주차 P 3 은 보통 어느 정도 로 혼잡한가요,"{""terminal"": [""T1""], ""season"": ""여름"", ""parking_lot"": ""P3"", ""parking_type"": ""장기"", ""parking_area"": ""P3""}","[""parking_congestion_prediction""]"
T2 단기 주차장 지상 1 층 에 주차 하려고 하는데 현재 주차장 이 매우 혼잡해서 대기 해야 할 정도 인지 예측 가능할까 요,"{""terminal"": [""T2""], ""vague_time"": ""현재"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상"", ""time"": ""현재""}","[""parking_congestion_prediction""]"
내일 오후 T1 장기 주차 P 2 동 편 에 주차 할 건데 그 시간대 에도 주차장 이 많이 혼잡할까,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
